mode,model,constraint,rank,tau,opto_intensity,perturbation,light,PSTH_r,Brain_FID,trial_R2
ar,lif,dale,,,0.01,baseline,,0.005,33.477,-1.000
ar,lif,dale,,,0.01,sham,,0.004,72.796,-2.699
ar,lif,dale,,,0.01,fast_pulses,1.3,0.009,111.050,-9.141
ar,lif,dale,,,0.01,fast_pulses,1.7,0.012,28.523,0.243
ar,lif,dale,,,0.01,fast_pulses,2.0,0.015,29.981,0.505
ar,lif,dale,,,0.01,pulse,1.3,0.005,65.695,-3.350
ar,lif,dale,,,0.01,pulse,1.7,0.007,38.223,-0.286
ar,lif,dale,,,0.01,pulse,2.0,0.006,38.368,-0.522
ar,lif,dale,,,0.01,raised_cosine,1.3,0.017,43.148,-1.893
ar,lif,dale,,,0.01,raised_cosine,1.7,0.036,78.015,-0.999
ar,lif,dale,,,0.01,raised_cosine,2.0,0.064,55.221,-0.459
ar,lif,dale,,,0.1,baseline,,-0.000,35.303,-1.093
ar,lif,dale,,,0.1,sham,,-0.003,69.157,-2.504
ar,lif,dale,,,0.1,fast_pulses,1.3,0.008,78.861,-6.357
ar,lif,dale,,,0.1,fast_pulses,1.7,0.070,32.029,0.166
ar,lif,dale,,,0.1,fast_pulses,2.0,0.094,76.050,-0.104
ar,lif,dale,,,0.1,pulse,1.3,0.021,66.503,-3.355
ar,lif,dale,,,0.1,pulse,1.7,0.030,49.832,-0.586
ar,lif,dale,,,0.1,pulse,2.0,0.025,50.489,-0.896
ar,lif,dale,,,0.1,raised_cosine,1.3,0.055,17.049,-0.365
ar,lif,dale,,,0.1,raised_cosine,1.7,0.079,41.841,-0.135
ar,lif,dale,,,0.1,raised_cosine,2.0,0.098,41.016,-0.114
ar,lif,dale,,,1.0,baseline,,-0.002,30.100,-0.834
ar,lif,dale,,,1.0,sham,,0.004,66.594,-2.404
ar,lif,dale,,,1.0,fast_pulses,1.3,0.006,54.017,-4.115
ar,lif,dale,,,1.0,fast_pulses,1.7,0.062,81.367,-0.775
ar,lif,dale,,,1.0,fast_pulses,2.0,0.087,110.422,-0.520
ar,lif,dale,,,1.0,pulse,1.3,0.020,103.458,-5.499
ar,lif,dale,,,1.0,pulse,1.7,0.027,70.673,-1.127
ar,lif,dale,,,1.0,pulse,2.0,0.033,73.239,-1.629
ar,lif,dale,,,1.0,raised_cosine,1.3,0.041,10.489,0.073
ar,lif,dale,,,1.0,raised_cosine,1.7,0.050,16.033,0.454
ar,lif,dale,,,1.0,raised_cosine,2.0,0.070,19.953,0.379
ar,lif,unconstrained,,,0.01,baseline,,-0.002,109.621,-4.546
ar,lif,unconstrained,,,0.01,sham,,0.000,95.127,-3.341
ar,lif,unconstrained,,,0.01,fast_pulses,1.3,0.002,58.110,-4.066
ar,lif,unconstrained,,,0.01,fast_pulses,1.7,0.002,218.280,-3.339
ar,lif,unconstrained,,,0.01,fast_pulses,2.0,-0.003,306.950,-2.970
ar,lif,unconstrained,,,0.01,pulse,1.3,-0.000,100.403,-4.853
ar,lif,unconstrained,,,0.01,pulse,1.7,0.000,171.581,-3.547
ar,lif,unconstrained,,,0.01,pulse,2.0,0.001,155.775,-4.011
ar,lif,unconstrained,,,0.01,raised_cosine,1.3,0.000,137.024,-6.927
ar,lif,unconstrained,,,0.01,raised_cosine,1.7,0.000,180.560,-3.224
ar,lif,unconstrained,,,0.01,raised_cosine,2.0,-0.002,197.366,-3.676
ar,lif,unconstrained,,,0.1,baseline,,-0.003,109.758,-4.553
ar,lif,unconstrained,,,0.1,sham,,-0.000,95.218,-3.347
ar,lif,unconstrained,,,0.1,fast_pulses,1.3,0.002,58.010,-4.065
ar,lif,unconstrained,,,0.1,fast_pulses,1.7,-0.003,218.395,-3.341
ar,lif,unconstrained,,,0.1,fast_pulses,2.0,-0.003,306.883,-2.969
ar,lif,unconstrained,,,0.1,pulse,1.3,-0.004,101.189,-4.896
ar,lif,unconstrained,,,0.1,pulse,1.7,-0.002,171.307,-3.541
ar,lif,unconstrained,,,0.1,pulse,2.0,0.002,156.399,-4.030
ar,lif,unconstrained,,,0.1,raised_cosine,1.3,0.001,137.400,-6.949
ar,lif,unconstrained,,,0.1,raised_cosine,1.7,0.003,178.279,-3.171
ar,lif,unconstrained,,,0.1,raised_cosine,2.0,0.002,193.571,-3.587
ar,lif,unconstrained,,,1.0,baseline,,0.000,109.745,-4.552
ar,lif,unconstrained,,,1.0,sham,,0.002,95.538,-3.360
ar,lif,unconstrained,,,1.0,fast_pulses,1.3,-0.003,56.365,-3.922
ar,lif,unconstrained,,,1.0,fast_pulses,1.7,0.003,210.465,-3.185
ar,lif,unconstrained,,,1.0,fast_pulses,2.0,0.002,293.927,-2.803
ar,lif,unconstrained,,,1.0,pulse,1.3,0.002,100.309,-4.846
ar,lif,unconstrained,,,1.0,pulse,1.7,-0.000,169.698,-3.499
ar,lif,unconstrained,,,1.0,pulse,2.0,-0.001,153.809,-3.949
ar,lif,unconstrained,,,1.0,raised_cosine,1.3,-0.000,117.701,-5.819
ar,lif,unconstrained,,,1.0,raised_cosine,1.7,0.007,152.936,-2.585
ar,lif,unconstrained,,,1.0,raised_cosine,2.0,0.012,157.229,-2.733
ar,lowBio,dale,1,2,0.01,baseline,,-0.001,65.697,-2.398
ar,lowBio,dale,1,2,0.01,sham,,-0.000,48.280,-1.298
ar,lowBio,dale,1,2,0.01,fast_pulses,1.3,-0.003,25.361,-1.329
ar,lowBio,dale,1,2,0.01,fast_pulses,1.7,-0.004,145.300,-1.930
ar,lowBio,dale,1,2,0.01,fast_pulses,2.0,-0.003,209.630,-1.738
ar,lowBio,dale,1,2,0.01,pulse,1.3,0.003,54.336,-2.293
ar,lowBio,dale,1,2,0.01,pulse,1.7,-0.002,103.269,-1.795
ar,lowBio,dale,1,2,0.01,pulse,2.0,-0.000,92.922,-2.052
ar,lowBio,dale,1,2,0.01,raised_cosine,1.3,0.004,84.691,-4.000
ar,lowBio,dale,1,2,0.01,raised_cosine,1.7,0.005,126.627,-2.003
ar,lowBio,dale,1,2,0.01,raised_cosine,2.0,-0.001,139.212,-2.331
ar,lowBio,dale,1,2,0.1,baseline,,0.002,65.810,-2.403
ar,lowBio,dale,1,2,0.1,sham,,-0.001,48.497,-1.305
ar,lowBio,dale,1,2,0.1,fast_pulses,1.3,0.005,24.364,-1.270
ar,lowBio,dale,1,2,0.1,fast_pulses,1.7,-0.003,140.009,-1.833
ar,lowBio,dale,1,2,0.1,fast_pulses,2.0,0.003,199.768,-1.607
ar,lowBio,dale,1,2,0.1,pulse,1.3,0.002,53.015,-2.216
ar,lowBio,dale,1,2,0.1,pulse,1.7,0.003,103.815,-1.804
ar,lowBio,dale,1,2,0.1,pulse,2.0,0.002,91.260,-2.008
ar,lowBio,dale,1,2,0.1,raised_cosine,1.3,0.017,71.503,-3.275
ar,lowBio,dale,1,2,0.1,raised_cosine,1.7,0.025,93.812,-1.243
ar,lowBio,dale,1,2,0.1,raised_cosine,2.0,0.040,102.747,-1.475
ar,lowBio,dale,1,2,1.0,baseline,,0.002,65.421,-2.384
ar,lowBio,dale,1,2,1.0,sham,,0.006,48.362,-1.304
ar,lowBio,dale,1,2,1.0,fast_pulses,1.3,0.008,29.245,-1.673
ar,lowBio,dale,1,2,1.0,fast_pulses,1.7,0.023,120.654,-1.438
ar,lowBio,dale,1,2,1.0,fast_pulses,2.0,0.034,176.093,-1.307
ar,lowBio,dale,1,2,1.0,pulse,1.3,0.006,43.778,-1.687
ar,lowBio,dale,1,2,1.0,pulse,1.7,0.015,80.951,-1.215
ar,lowBio,dale,1,2,1.0,pulse,2.0,0.014,69.178,-1.308
ar,lowBio,dale,1,2,1.0,raised_cosine,1.3,0.014,2516.217,-144.483
ar,lowBio,dale,1,2,1.0,raised_cosine,1.7,0.025,1894.872,-43.343
ar,lowBio,dale,1,2,1.0,raised_cosine,2.0,0.031,1537.107,-35.436
ar,lowBio,dale,1,5,0.01,baseline,,-0.004,30.724,-0.826
ar,lowBio,dale,1,5,0.01,sham,,0.005,46.854,-1.452
ar,lowBio,dale,1,5,0.01,fast_pulses,1.3,-0.003,83.941,-6.677
ar,lowBio,dale,1,5,0.01,fast_pulses,1.7,-0.008,15.025,0.538
ar,lowBio,dale,1,5,0.01,fast_pulses,2.0,-0.008,17.986,0.670
ar,lowBio,dale,1,5,0.01,pulse,1.3,-0.009,46.541,-2.120
ar,lowBio,dale,1,5,0.01,pulse,1.7,0.002,18.776,0.282
ar,lowBio,dale,1,5,0.01,pulse,2.0,-0.001,24.447,-0.013
ar,lowBio,dale,1,5,0.01,raised_cosine,1.3,-0.009,87.096,-4.388
ar,lowBio,dale,1,5,0.01,raised_cosine,1.7,-0.015,137.233,-2.346
ar,lowBio,dale,1,5,0.01,raised_cosine,2.0,-0.017,128.644,-2.180
ar,lowBio,dale,1,5,0.1,baseline,,-0.004,29.909,-0.776
ar,lowBio,dale,1,5,0.1,sham,,0.006,48.698,-1.548
ar,lowBio,dale,1,5,0.1,fast_pulses,1.3,-0.005,150.042,-12.468
ar,lowBio,dale,1,5,0.1,fast_pulses,1.7,-0.049,47.369,-0.114
ar,lowBio,dale,1,5,0.1,fast_pulses,2.0,-0.054,32.119,0.480
ar,lowBio,dale,1,5,0.1,pulse,1.3,-0.018,45.505,-2.071
ar,lowBio,dale,1,5,0.1,pulse,1.7,-0.035,27.766,0.053
ar,lowBio,dale,1,5,0.1,pulse,2.0,-0.033,30.510,-0.230
ar,lowBio,dale,1,5,0.1,raised_cosine,1.3,0.026,266.228,-14.770
ar,lowBio,dale,1,5,0.1,raised_cosine,1.7,0.108,235.646,-4.689
ar,lowBio,dale,1,5,0.1,raised_cosine,2.0,0.169,162.957,-3.011
ar,lowBio,dale,1,5,1.0,baseline,,-0.004,30.007,-0.784
ar,lowBio,dale,1,5,1.0,sham,,-0.002,46.402,-1.434
ar,lowBio,dale,1,5,1.0,fast_pulses,1.3,0.019,38.045,-2.676
ar,lowBio,dale,1,5,1.0,fast_pulses,1.7,0.039,95.222,-1.013
ar,lowBio,dale,1,5,1.0,fast_pulses,2.0,0.050,138.010,-0.854
ar,lowBio,dale,1,5,1.0,pulse,1.3,0.003,102.434,-5.364
ar,lowBio,dale,1,5,1.0,pulse,1.7,0.030,67.744,-1.018
ar,lowBio,dale,1,5,1.0,pulse,2.0,0.023,68.527,-1.449
ar,lowBio,dale,1,5,1.0,raised_cosine,1.3,0.044,32.009,-1.206
ar,lowBio,dale,1,5,1.0,raised_cosine,1.7,0.049,45.656,-0.190
ar,lowBio,dale,1,5,1.0,raised_cosine,2.0,0.058,41.249,-0.097
ar,lowBio,dale,2,2,0.01,baseline,,0.001,69.132,-2.588
ar,lowBio,dale,2,2,0.01,sham,,0.003,55.874,-1.676
ar,lowBio,dale,2,2,0.01,fast_pulses,1.3,-0.001,52.847,-3.794
ar,lowBio,dale,2,2,0.01,fast_pulses,1.7,-0.004,102.761,-1.114
ar,lowBio,dale,2,2,0.01,fast_pulses,2.0,-0.003,143.987,-0.900
ar,lowBio,dale,2,2,0.01,pulse,1.3,0.007,52.385,-2.225
ar,lowBio,dale,2,2,0.01,pulse,1.7,0.005,77.832,-1.145
ar,lowBio,dale,2,2,0.01,pulse,2.0,0.002,78.080,-1.605
ar,lowBio,dale,2,2,0.01,raised_cosine,1.3,0.003,102.606,-5.087
ar,lowBio,dale,2,2,0.01,raised_cosine,1.7,-0.001,141.054,-2.359
ar,lowBio,dale,2,2,0.01,raised_cosine,2.0,0.000,151.869,-2.643
ar,lowBio,dale,2,2,0.1,baseline,,-0.003,68.380,-2.552
ar,lowBio,dale,2,2,0.1,sham,,-0.000,57.339,-1.744
ar,lowBio,dale,2,2,0.1,fast_pulses,1.3,0.008,55.706,-4.039
ar,lowBio,dale,2,2,0.1,fast_pulses,1.7,0.025,96.748,-0.997
ar,lowBio,dale,2,2,0.1,fast_pulses,2.0,0.033,122.773,-0.637
ar,lowBio,dale,2,2,0.1,pulse,1.3,0.010,52.894,-2.245
ar,lowBio,dale,2,2,0.1,pulse,1.7,0.020,79.747,-1.202
ar,lowBio,dale,2,2,0.1,pulse,2.0,0.030,76.689,-1.584
ar,lowBio,dale,2,2,0.1,raised_cosine,1.3,0.061,934.460,-53.201
ar,lowBio,dale,2,2,0.1,raised_cosine,1.7,0.040,3262.462,-75.376
ar,lowBio,dale,2,2,0.1,raised_cosine,2.0,0.038,3782.764,-88.625
ar,lowBio,dale,2,2,1.0,baseline,,0.005,43.696,-1.424
ar,lowBio,dale,2,2,1.0,sham,,0.002,55.630,-1.670
ar,lowBio,dale,2,2,1.0,fast_pulses,1.3,0.007,1397.607,-120.754
ar,lowBio,dale,2,2,1.0,fast_pulses,1.7,0.013,2193.569,-42.701
ar,lowBio,dale,2,2,1.0,fast_pulses,2.0,0.035,2359.127,-29.558
ar,lowBio,dale,2,2,1.0,pulse,1.3,0.012,551.746,-31.375
ar,lowBio,dale,2,2,1.0,pulse,1.7,0.054,59.382,-0.760
ar,lowBio,dale,2,2,1.0,pulse,2.0,0.053,77.736,-1.717
ar,lowBio,dale,2,2,1.0,raised_cosine,1.3,0.016,2658.981,-152.795
ar,lowBio,dale,2,2,1.0,raised_cosine,1.7,0.017,3038.959,-70.127
ar,lowBio,dale,2,2,1.0,raised_cosine,2.0,0.023,3096.397,-72.377
ar,lowBio,dale,2,5,0.01,baseline,,0.001,38.865,-1.224
ar,lowBio,dale,2,5,0.01,sham,,0.004,56.055,-1.886
ar,lowBio,dale,2,5,0.01,fast_pulses,1.3,0.004,92.532,-7.438
ar,lowBio,dale,2,5,0.01,fast_pulses,1.7,-0.012,15.284,0.541
ar,lowBio,dale,2,5,0.01,fast_pulses,2.0,-0.006,17.761,0.673
ar,lowBio,dale,2,5,0.01,pulse,1.3,0.001,46.227,-2.089
ar,lowBio,dale,2,5,0.01,pulse,1.7,-0.001,20.576,0.250
ar,lowBio,dale,2,5,0.01,pulse,2.0,-0.003,22.636,0.050
ar,lowBio,dale,2,5,0.01,raised_cosine,1.3,-0.006,75.705,-3.749
ar,lowBio,dale,2,5,0.01,raised_cosine,1.7,-0.025,147.536,-2.602
ar,lowBio,dale,2,5,0.01,raised_cosine,2.0,-0.027,130.732,-2.225
ar,lowBio,dale,2,5,0.1,baseline,,-0.002,40.340,-1.295
ar,lowBio,dale,2,5,0.1,sham,,-0.003,52.785,-1.726
ar,lowBio,dale,2,5,0.1,fast_pulses,1.3,0.000,143.319,-11.830
ar,lowBio,dale,2,5,0.1,fast_pulses,1.7,-0.041,25.680,0.345
ar,lowBio,dale,2,5,0.1,fast_pulses,2.0,-0.053,17.116,0.690
ar,lowBio,dale,2,5,0.1,pulse,1.3,-0.025,57.952,-2.794
ar,lowBio,dale,2,5,0.1,pulse,1.7,-0.020,25.782,0.103
ar,lowBio,dale,2,5,0.1,pulse,2.0,-0.013,28.499,-0.163
ar,lowBio,dale,2,5,0.1,raised_cosine,1.3,-0.018,105.984,-5.568
ar,lowBio,dale,2,5,0.1,raised_cosine,1.7,-0.017,126.218,-2.130
ar,lowBio,dale,2,5,0.1,raised_cosine,2.0,0.031,145.334,-2.600
ar,lowBio,dale,2,5,1.0,baseline,,-0.002,40.108,-1.277
ar,lowBio,dale,2,5,1.0,sham,,-0.010,52.912,-1.707
ar,lowBio,dale,2,5,1.0,fast_pulses,1.3,0.012,35.145,-2.415
ar,lowBio,dale,2,5,1.0,fast_pulses,1.7,0.044,92.668,-0.965
ar,lowBio,dale,2,5,1.0,fast_pulses,2.0,0.067,142.471,-0.916
ar,lowBio,dale,2,5,1.0,pulse,1.3,0.008,99.997,-5.182
ar,lowBio,dale,2,5,1.0,pulse,1.7,0.031,62.483,-0.856
ar,lowBio,dale,2,5,1.0,pulse,2.0,0.026,71.090,-1.539
ar,lowBio,dale,2,5,1.0,raised_cosine,1.3,0.047,59.679,-2.769
ar,lowBio,dale,2,5,1.0,raised_cosine,1.7,0.037,76.484,-0.923
ar,lowBio,dale,2,5,1.0,raised_cosine,2.0,0.058,53.545,-0.364
ar,lowBio,dale,3,2,0.01,baseline,,-0.004,75.850,-2.944
ar,lowBio,dale,3,2,0.01,sham,,0.002,76.575,-2.636
ar,lowBio,dale,3,2,0.01,fast_pulses,1.3,0.003,73.745,-5.613
ar,lowBio,dale,3,2,0.01,fast_pulses,1.7,0.007,134.290,-1.735
ar,lowBio,dale,3,2,0.01,fast_pulses,2.0,0.001,190.007,-1.508
ar,lowBio,dale,3,2,0.01,pulse,1.3,0.000,75.608,-3.595
ar,lowBio,dale,3,2,0.01,pulse,1.7,0.003,110.858,-2.038
ar,lowBio,dale,3,2,0.01,pulse,2.0,-0.003,101.096,-2.363
ar,lowBio,dale,3,2,0.01,raised_cosine,1.3,0.006,110.978,-5.574
ar,lowBio,dale,3,2,0.01,raised_cosine,1.7,0.010,140.686,-2.347
ar,lowBio,dale,3,2,0.01,raised_cosine,2.0,0.010,155.130,-2.735
ar,lowBio,dale,3,2,0.1,baseline,,-0.004,75.568,-2.933
ar,lowBio,dale,3,2,0.1,sham,,-0.006,75.017,-2.562
ar,lowBio,dale,3,2,0.1,fast_pulses,1.3,-0.000,74.391,-5.791
ar,lowBio,dale,3,2,0.1,fast_pulses,1.7,0.038,89.027,-0.884
ar,lowBio,dale,3,2,0.1,fast_pulses,2.0,0.043,129.290,-0.739
ar,lowBio,dale,3,2,0.1,pulse,1.3,0.007,78.887,-3.850
ar,lowBio,dale,3,2,0.1,pulse,1.7,0.002,100.933,-1.805
ar,lowBio,dale,3,2,0.1,pulse,2.0,0.001,94.872,-2.223
ar,lowBio,dale,3,2,0.1,raised_cosine,1.3,0.028,86.183,-4.150
ar,lowBio,dale,3,2,0.1,raised_cosine,1.7,0.053,106.637,-1.565
ar,lowBio,dale,3,2,0.1,raised_cosine,2.0,0.058,118.115,-1.856
ar,lowBio,dale,3,2,1.0,baseline,,-0.001,76.500,-2.972
ar,lowBio,dale,3,2,1.0,sham,,-0.000,74.525,-2.538
ar,lowBio,dale,3,2,1.0,fast_pulses,1.3,0.006,88.744,-6.952
ar,lowBio,dale,3,2,1.0,fast_pulses,1.7,0.045,91.564,-0.923
ar,lowBio,dale,3,2,1.0,fast_pulses,2.0,0.040,136.487,-0.828
ar,lowBio,dale,3,2,1.0,pulse,1.3,0.017,95.955,-4.845
ar,lowBio,dale,3,2,1.0,pulse,1.7,0.025,111.506,-2.088
ar,lowBio,dale,3,2,1.0,pulse,2.0,0.015,100.945,-2.383
ar,lowBio,dale,3,2,1.0,raised_cosine,1.3,0.011,90.790,-4.472
ar,lowBio,dale,3,2,1.0,raised_cosine,1.7,0.011,108.431,-1.621
ar,lowBio,dale,3,2,1.0,raised_cosine,2.0,0.005,131.213,-2.183
ar,lowBio,dale,3,5,0.01,baseline,,0.001,24.047,-0.488
ar,lowBio,dale,3,5,0.01,sham,,0.004,41.666,-1.220
ar,lowBio,dale,3,5,0.01,fast_pulses,1.3,0.002,65.270,-5.073
ar,lowBio,dale,3,5,0.01,fast_pulses,1.7,-0.002,27.153,0.299
ar,lowBio,dale,3,5,0.01,fast_pulses,2.0,-0.010,45.133,0.323
ar,lowBio,dale,3,5,0.01,pulse,1.3,0.001,37.786,-1.612
ar,lowBio,dale,3,5,0.01,pulse,1.7,-0.014,25.223,0.125
ar,lowBio,dale,3,5,0.01,pulse,2.0,0.008,22.835,0.041
ar,lowBio,dale,3,5,0.01,raised_cosine,1.3,0.002,50.198,-2.259
ar,lowBio,dale,3,5,0.01,raised_cosine,1.7,0.013,103.204,-1.536
ar,lowBio,dale,3,5,0.01,raised_cosine,2.0,0.016,91.974,-1.334
ar,lowBio,dale,3,5,0.1,baseline,,0.000,23.468,-0.460
ar,lowBio,dale,3,5,0.1,sham,,-0.004,42.011,-1.238
ar,lowBio,dale,3,5,0.1,fast_pulses,1.3,0.005,120.687,-9.949
ar,lowBio,dale,3,5,0.1,fast_pulses,1.7,-0.035,70.291,-0.546
ar,lowBio,dale,3,5,0.1,fast_pulses,2.0,-0.042,70.738,-0.013
ar,lowBio,dale,3,5,0.1,pulse,1.3,-0.020,47.903,-2.229
ar,lowBio,dale,3,5,0.1,pulse,1.7,-0.034,34.557,-0.146
ar,lowBio,dale,3,5,0.1,pulse,2.0,-0.043,42.531,-0.626
ar,lowBio,dale,3,5,0.1,raised_cosine,1.3,0.008,339.501,-18.971
ar,lowBio,dale,3,5,0.1,raised_cosine,1.7,0.032,214.285,-4.200
ar,lowBio,dale,3,5,0.1,raised_cosine,2.0,0.014,123.492,-2.059
ar,lowBio,dale,3,5,1.0,baseline,,0.007,27.458,-0.656
ar,lowBio,dale,3,5,1.0,sham,,0.010,42.282,-1.247
ar,lowBio,dale,3,5,1.0,fast_pulses,1.3,0.011,33.357,-2.318
ar,lowBio,dale,3,5,1.0,fast_pulses,1.7,0.002,122.740,-1.520
ar,lowBio,dale,3,5,1.0,fast_pulses,2.0,0.010,242.643,-2.172
ar,lowBio,dale,3,5,1.0,pulse,1.3,-0.022,47.946,-2.277
ar,lowBio,dale,3,5,1.0,pulse,1.7,0.013,48.163,-0.488
ar,lowBio,dale,3,5,1.0,pulse,2.0,0.020,55.744,-1.034
ar,lowBio,dale,3,5,1.0,raised_cosine,1.3,0.043,34.958,-1.375
ar,lowBio,dale,3,5,1.0,raised_cosine,1.7,0.043,117.479,-1.996
ar,lowBio,dale,3,5,1.0,raised_cosine,2.0,0.048,143.321,-2.520
ar,lowBio,unconstrained,1,2,0.01,baseline,,0.007,12.103,0.156
ar,lowBio,unconstrained,1,2,0.01,sham,,0.002,24.228,-0.379
ar,lowBio,unconstrained,1,2,0.01,fast_pulses,1.3,-0.006,43.514,-3.131
ar,lowBio,unconstrained,1,2,0.01,fast_pulses,1.7,-0.018,19.130,0.486
ar,lowBio,unconstrained,1,2,0.01,fast_pulses,2.0,-0.011,37.573,0.447
ar,lowBio,unconstrained,1,2,0.01,pulse,1.3,-0.012,20.666,-0.559
ar,lowBio,unconstrained,1,2,0.01,pulse,1.7,0.002,19.286,0.290
ar,lowBio,unconstrained,1,2,0.01,pulse,2.0,-0.001,14.082,0.347
ar,lowBio,unconstrained,1,2,0.01,raised_cosine,1.3,-0.018,22.834,-0.642
ar,lowBio,unconstrained,1,2,0.01,raised_cosine,1.7,-0.042,54.670,-0.401
ar,lowBio,unconstrained,1,2,0.01,raised_cosine,2.0,-0.067,54.125,-0.386
ar,lowBio,unconstrained,1,2,0.1,baseline,,0.002,12.481,0.136
ar,lowBio,unconstrained,1,2,0.1,sham,,-0.003,25.155,-0.437
ar,lowBio,unconstrained,1,2,0.1,fast_pulses,1.3,-0.011,62.810,-4.791
ar,lowBio,unconstrained,1,2,0.1,fast_pulses,1.7,-0.063,16.975,0.529
ar,lowBio,unconstrained,1,2,0.1,fast_pulses,2.0,-0.083,26.894,0.575
ar,lowBio,unconstrained,1,2,0.1,pulse,1.3,-0.040,24.817,-0.849
ar,lowBio,unconstrained,1,2,0.1,pulse,1.7,-0.050,17.956,0.329
ar,lowBio,unconstrained,1,2,0.1,pulse,2.0,-0.052,20.109,0.156
ar,lowBio,unconstrained,1,2,0.1,raised_cosine,1.3,-0.063,93.163,-4.682
ar,lowBio,unconstrained,1,2,0.1,raised_cosine,1.7,-0.105,103.105,-1.544
ar,lowBio,unconstrained,1,2,0.1,raised_cosine,2.0,-0.133,116.124,-1.873
ar,lowBio,unconstrained,1,2,1.0,baseline,,0.005,12.680,0.123
ar,lowBio,unconstrained,1,2,1.0,sham,,0.007,25.153,-0.429
ar,lowBio,unconstrained,1,2,1.0,fast_pulses,1.3,-0.009,332.101,-28.315
ar,lowBio,unconstrained,1,2,1.0,fast_pulses,1.7,-0.057,234.372,-3.817
ar,lowBio,unconstrained,1,2,1.0,fast_pulses,2.0,-0.081,227.730,-2.038
ar,lowBio,unconstrained,1,2,1.0,pulse,1.3,-0.052,184.526,-10.150
ar,lowBio,unconstrained,1,2,1.0,pulse,1.7,-0.063,175.211,-3.853
ar,lowBio,unconstrained,1,2,1.0,pulse,2.0,-0.057,220.732,-6.362
ar,lowBio,unconstrained,1,2,1.0,raised_cosine,1.3,-0.047,450.595,-25.334
ar,lowBio,unconstrained,1,2,1.0,raised_cosine,1.7,-0.058,437.638,-9.351
ar,lowBio,unconstrained,1,2,1.0,raised_cosine,2.0,-0.073,463.504,-10.079
ar,lowBio,unconstrained,1,5,0.01,baseline,,-0.002,36.354,-1.042
ar,lowBio,unconstrained,1,5,0.01,sham,,-0.005,37.297,-0.931
ar,lowBio,unconstrained,1,5,0.01,fast_pulses,1.3,0.000,32.871,-2.208
ar,lowBio,unconstrained,1,5,0.01,fast_pulses,1.7,0.005,92.226,-0.950
ar,lowBio,unconstrained,1,5,0.01,fast_pulses,2.0,-0.001,136.286,-0.819
ar,lowBio,unconstrained,1,5,0.01,pulse,1.3,0.000,40.456,-1.657
ar,lowBio,unconstrained,1,5,0.01,pulse,1.7,0.002,61.969,-0.787
ar,lowBio,unconstrained,1,5,0.01,pulse,2.0,0.003,54.526,-0.921
ar,lowBio,unconstrained,1,5,0.01,raised_cosine,1.3,-0.004,51.582,-2.212
ar,lowBio,unconstrained,1,5,0.01,raised_cosine,1.7,-0.004,84.023,-1.075
ar,lowBio,unconstrained,1,5,0.01,raised_cosine,2.0,-0.001,97.128,-1.403
ar,lowBio,unconstrained,1,5,0.1,baseline,,0.001,36.729,-1.055
ar,lowBio,unconstrained,1,5,0.1,sham,,-0.002,34.339,-0.795
ar,lowBio,unconstrained,1,5,0.1,fast_pulses,1.3,0.001,25.822,-1.590
ar,lowBio,unconstrained,1,5,0.1,fast_pulses,1.7,-0.008,92.284,-0.948
ar,lowBio,unconstrained,1,5,0.1,fast_pulses,2.0,-0.012,141.745,-0.903
ar,lowBio,unconstrained,1,5,0.1,pulse,1.3,0.000,39.996,-1.617
ar,lowBio,unconstrained,1,5,0.1,pulse,1.7,0.003,63.209,-0.828
ar,lowBio,unconstrained,1,5,0.1,pulse,2.0,-0.007,55.755,-0.946
ar,lowBio,unconstrained,1,5,0.1,raised_cosine,1.3,-0.010,62.878,-2.904
ar,lowBio,unconstrained,1,5,0.1,raised_cosine,1.7,-0.012,99.810,-1.462
ar,lowBio,unconstrained,1,5,0.1,raised_cosine,2.0,-0.031,106.313,-1.619
ar,lowBio,unconstrained,1,5,1.0,baseline,,-0.000,36.208,-1.027
ar,lowBio,unconstrained,1,5,1.0,sham,,-0.000,36.425,-0.889
ar,lowBio,unconstrained,1,5,1.0,fast_pulses,1.3,0.001,18.873,-0.940
ar,lowBio,unconstrained,1,5,1.0,fast_pulses,1.7,0.008,87.870,-0.842
ar,lowBio,unconstrained,1,5,1.0,fast_pulses,2.0,0.002,140.045,-0.879
ar,lowBio,unconstrained,1,5,1.0,pulse,1.3,-0.004,36.343,-1.423
ar,lowBio,unconstrained,1,5,1.0,pulse,1.7,-0.005,62.670,-0.808
ar,lowBio,unconstrained,1,5,1.0,pulse,2.0,0.002,58.549,-1.057
ar,lowBio,unconstrained,1,5,1.0,raised_cosine,1.3,-0.017,41.174,-1.693
ar,lowBio,unconstrained,1,5,1.0,raised_cosine,1.7,-0.019,73.206,-0.848
ar,lowBio,unconstrained,1,5,1.0,raised_cosine,2.0,-0.023,83.593,-1.092
ar,lowBio,unconstrained,2,2,0.01,baseline,,-0.003,10.212,0.271
ar,lowBio,unconstrained,2,2,0.01,sham,,0.001,17.448,-0.059
ar,lowBio,unconstrained,2,2,0.01,fast_pulses,1.3,-0.006,33.308,-2.218
ar,lowBio,unconstrained,2,2,0.01,fast_pulses,1.7,-0.001,31.942,0.229
ar,lowBio,unconstrained,2,2,0.01,fast_pulses,2.0,-0.005,52.655,0.247
ar,lowBio,unconstrained,2,2,0.01,pulse,1.3,-0.013,12.049,-0.041
